City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain in Inches (last 3 hours),Snow in Inches (last 3 hours)
0,Mahebourg,-20.41,57.7,73.4,56,40,9.17,MU,2020-05-10 20:40:08,scattered clouds,0.0,0.0
1,Qaanaaq,77.48,-69.36,11.98,84,0,2.15,GL,2020-05-10 20:40:08,clear sky,0.0,0.0
2,Mezen,65.85,44.24,31.35,98,0,4.79,RU,2020-05-10 20:40:08,clear sky,0.0,0.0
3,Rikitea,-23.12,-134.97,76.06,73,4,10.25,PF,2020-05-10 20:40:09,clear sky,0.0,0.0
4,Port Elizabeth,-33.92,25.57,59.0,72,0,3.36,ZA,2020-05-10 20:40:09,clear sky,0.0,0.0
5,Talnakh,69.49,88.4,30.2,92,75,4.47,RU,2020-05-10 20:40:09,broken clouds,0.0,0.0
6,Mataura,-46.19,168.86,46.44,82,71,3.36,NZ,2020-05-10 20:40:09,broken clouds,0.0,0.0
7,Nizhneyansk,-46.19,168.86,46.44,82,71,3.36,NZ,2020-05-10 20:40:09,broken clouds,0.0,0.0
8,Saint-Philippe,-21.36,55.77,68.0,56,90,8.05,RE,2020-05-10 20:47:43,overcast clouds,0.0,0.0
9,Alta Floresta,-9.88,-56.09,77.74,93,100,3.76,BR,2020-05-10 20:47:44,light rain,0.0,0.0
10,Hermanus,-34.42,19.23,57.99,91,0,4.0,ZA,2020-05-10 20:47:44,clear sky,0.0,0.0
11,Tonekabon,36.82,50.87,59.0,100,90,11.41,IR,2020-05-10 20:47:04,light rain,0.0,0.0
12,Kalmunai,7.42,81.82,81.48,80,98,4.0,LK,2020-05-10 20:47:44,overcast clouds,0.0,0.0
13,Saskylakh,71.92,114.08,14.49,95,46,7.09,RU,2020-05-10 20:47:44,scattered clouds,0.0,0.0
14,Taolanaro,71.92,114.08,14.49,95,46,7.09,RU,2020-05-10 20:47:44,scattered clouds,0.0,0.0
15,Barentsburg,71.92,114.08,14.49,95,46,7.09,RU,2020-05-10 20:47:44,scattered clouds,0.0,0.0
16,Port Alfred,-33.59,26.89,71.01,48,0,7.81,ZA,2020-05-10 20:47:44,clear sky,0.0,0.0
17,Busselton,-33.65,115.33,48.0,73,88,2.06,AU,2020-05-10 20:47:44,overcast clouds,0.0,0.0
18,Ancud,-41.87,-73.82,55.99,76,75,5.82,CL,2020-05-10 20:47:45,broken clouds,0.0,0.0
19,Kikwit,-5.04,18.82,72.52,97,100,0.18,CD,2020-05-10 20:47:45,overcast clouds,0.0,0.0
20,Martil,35.62,-5.28,64.4,72,75,12.75,MA,2020-05-10 20:47:45,broken clouds,0.0,0.0
21,Albany,42.6,-73.97,55.99,46,97,1.99,US,2020-05-10 20:45:31,overcast clouds,0.0,0.0
22,Khandyga,62.67,135.6,33.67,93,99,1.03,RU,2020-05-10 20:47:45,overcast clouds,0.0,0.0
23,Gallup,35.53,-108.74,80.6,12,40,8.05,US,2020-05-10 20:47:45,scattered clouds,0.0,0.0
24,Dingle,11.0,122.67,78.66,79,98,5.01,PH,2020-05-10 20:47:45,overcast clouds,0.0,0.0
25,Beyneu,45.32,55.2,63.52,81,100,15.3,KZ,2020-05-10 20:47:45,light rain,0.0,0.0
26,Drayton Valley,53.22,-114.99,47.46,55,99,11.39,CA,2020-05-10 20:47:46,light rain,0.0,0.0
27,Fort Nelson,58.81,-122.7,51.8,34,75,12.75,CA,2020-05-10 20:44:18,broken clouds,0.0,0.0
28,Ushuaia,-54.8,-68.3,44.6,81,89,3.38,AR,2020-05-10 20:47:46,light rain,0.0,0.0
29,Arkhara,49.42,130.08,40.44,87,1,5.19,RU,2020-05-10 20:47:46,clear sky,0.0,0.0
30,Punta Arenas,-53.15,-70.92,46.4,87,75,13.87,CL,2020-05-10 20:47:46,light rain,0.0,0.0
31,Kodiak,57.79,-152.41,44.6,87,75,5.82,US,2020-05-10 20:47:46,mist,0.0,0.0
32,Tiko,4.07,9.37,82.4,83,40,1.12,CM,2020-05-10 20:47:46,thunderstorm,0.0,0.0
33,Lebu,-37.62,-73.65,56.62,78,30,5.39,CL,2020-05-10 20:47:46,scattered clouds,0.0,0.0
34,Chokurdakh,70.63,147.92,30.42,99,98,15.59,RU,2020-05-10 20:47:47,light snow,0.0,0.0
35,Dikson,73.51,80.55,21.88,98,0,10.83,RU,2020-05-10 20:47:47,clear sky,0.0,0.0
36,Iqaluit,63.75,-68.51,26.6,68,75,28.86,CA,2020-05-10 20:47:47,broken clouds,0.0,0.0
37,Bluff,-46.6,168.33,51.22,77,98,10.56,NZ,2020-05-10 20:47:47,overcast clouds,0.0,0.0
38,Tambun,-6.26,107.07,80.6,88,20,3.36,ID,2020-05-10 20:47:47,haze,0.0,0.0
39,Aquiraz,-3.9,-38.39,84.2,70,75,12.75,BR,2020-05-10 20:47:47,broken clouds,0.0,0.0
40,Praia,14.92,-23.51,75.2,69,20,16.11,CV,2020-05-10 20:47:47,few clouds,0.0,0.0
41,Kenai,60.55,-151.26,53.6,61,75,10.29,US,2020-05-10 20:47:47,broken clouds,0.0,0.0
42,Natubleng,16.7,120.78,53.74,100,0,2.42,PH,2020-05-10 20:47:48,clear sky,0.0,0.0
43,Clyde River,70.47,-68.59,14.0,72,90,4.7,CA,2020-05-10 20:47:48,overcast clouds,0.0,0.0
44,Bontang,0.13,117.5,78.06,88,80,6.53,ID,2020-05-10 20:47:48,light rain,0.0,0.0
45,Husavik,66.04,-17.34,48.2,31,7,34.45,IS,2020-05-10 20:47:48,clear sky,0.0,0.0
46,Hailar,49.2,119.7,48.96,64,100,14.88,CN,2020-05-10 20:47:48,light rain,0.0,0.0
47,Toliary,49.2,119.7,48.96,64,100,14.88,CN,2020-05-10 20:47:48,light rain,0.0,0.0
48,Puerto Ayora,-0.74,-90.35,87.8,62,20,17.22,EC,2020-05-10 20:47:48,few clouds,0.0,0.0
49,Hilo,19.73,-155.09,80.6,54,75,4.7,US,2020-05-10 20:45:40,broken clouds,0.0,0.0
50,Longyearbyen,78.22,15.64,17.6,61,75,6.93,SJ,2020-05-10 20:47:48,broken clouds,0.0,0.0
51,Belushya Guba,78.22,15.64,17.6,61,75,6.93,SJ,2020-05-10 20:47:48,broken clouds,0.0,0.0
52,Tsihombe,78.22,15.64,17.6,61,75,6.93,SJ,2020-05-10 20:47:48,broken clouds,0.0,0.0
53,Roald,62.58,6.13,37.99,74,40,13.87,NO,2020-05-10 20:47:49,shower rain,0.0,0.0
54,Port Hawkesbury,45.62,-61.35,42.01,60,90,21.92,CA,2020-05-10 20:47:49,overcast clouds,0.0,0.0
55,Grand River South East,45.62,-61.35,42.01,60,90,21.92,CA,2020-05-10 20:47:49,overcast clouds,0.0,0.0
56,Jamestown,42.1,-79.24,55.0,53,90,16.11,US,2020-05-10 20:47:29,overcast clouds,0.0,0.0
57,Tuktoyaktuk,69.45,-133.04,35.6,80,75,9.17,CA,2020-05-10 20:47:49,broken clouds,0.0,0.0
58,Khatanga,71.97,102.5,21.7,96,91,5.79,RU,2020-05-10 20:47:49,overcast clouds,0.0,0.0
59,Kemin,42.78,75.69,52.45,69,0,3.51,KG,2020-05-10 20:47:49,clear sky,0.0,0.0
60,Kiama,-34.68,150.87,46.99,64,0,7.05,AU,2020-05-10 20:47:50,clear sky,0.0,0.0
61,Atuona,-9.8,-139.03,81.3,78,17,16.46,PF,2020-05-10 20:47:50,light rain,0.0,0.0
62,Taltal,-25.4,-70.48,64.69,68,26,5.5,CL,2020-05-10 20:47:50,scattered clouds,0.0,0.0
63,Hobart,-42.88,147.33,50.0,71,75,13.87,AU,2020-05-10 20:47:50,broken clouds,0.0,0.0
64,Sentyabrskiy,-42.88,147.33,50.0,71,75,13.87,AU,2020-05-10 20:47:50,broken clouds,0.0,0.0
65,Robertsport,6.75,-11.37,81.84,80,8,13.49,LR,2020-05-10 20:47:50,clear sky,0.0,0.0
66,Lasa,46.62,10.7,51.8,81,40,8.05,IT,2020-05-10 20:47:50,scattered clouds,0.0,0.0
67,Upernavik,72.79,-56.15,18.12,87,0,12.95,GL,2020-05-10 20:47:50,clear sky,0.0,0.0
68,Barrow,71.29,-156.79,28.4,86,1,5.82,US,2020-05-10 20:47:50,clear sky,0.0,0.0
69,Tiksi,71.69,128.87,25.93,97,99,5.73,RU,2020-05-10 20:47:51,overcast clouds,0.0,0.0
70,East London,-33.02,27.91,73.0,35,0,7.34,ZA,2020-05-10 20:47:51,clear sky,0.0,0.0
71,Saldanha,-33.01,17.94,59.0,72,0,5.82,ZA,2020-05-10 20:47:51,clear sky,0.0,0.0
72,Bandarbeyla,9.49,50.81,82.44,76,100,11.36,SO,2020-05-10 20:47:51,overcast clouds,0.0,0.0
73,San Fernando,15.03,120.69,78.8,88,75,2.24,PH,2020-05-10 20:47:51,broken clouds,0.0,0.0
74,Saint-Raphael,19.43,-72.2,86.0,66,75,11.41,HT,2020-05-10 20:47:51,broken clouds,0.0,0.0
75,Mahibadhoo,3.78,72.97,85.89,76,100,14.12,MV,2020-05-10 20:47:51,overcast clouds,0.0,0.0
76,Chernyshevskiy,63.01,112.47,26.33,98,100,11.61,RU,2020-05-10 20:47:51,light snow,0.0,0.0
77,Avarua,-21.21,-159.78,80.6,78,99,16.11,CK,2020-05-10 20:47:40,overcast clouds,0.0,0.0
78,Huarmey,-10.07,-78.15,72.19,71,5,9.24,PE,2020-05-10 20:47:51,clear sky,0.0,0.0
79,Kashi,39.45,75.98,55.4,82,40,8.95,CN,2020-05-10 20:47:52,scattered clouds,0.0,0.0
80,Cidreira,-30.18,-50.21,66.67,71,100,10.36,BR,2020-05-10 20:47:52,overcast clouds,0.0,0.0
81,Wanning,18.8,110.4,79.2,93,67,9.15,CN,2020-05-10 20:47:52,broken clouds,0.0,0.0
82,Bilma,18.69,12.92,88.25,10,0,9.66,NE,2020-05-10 20:47:52,clear sky,0.0,0.0
83,San Patricio,19.22,-104.7,82.4,78,5,11.41,MX,2020-05-10 20:47:52,clear sky,0.0,0.0
84,Marcona,19.22,-104.7,82.4,78,5,11.41,MX,2020-05-10 20:47:52,clear sky,0.0,0.0
85,Carnarvon,-24.87,113.63,70.99,60,12,7.72,AU,2020-05-10 20:47:52,few clouds,0.0,0.0
86,Zyryanka,65.75,150.85,30.65,98,100,20.09,RU,2020-05-10 20:47:52,light snow,0.0,0.0
87,Pangnirtung,66.15,-65.71,26.6,68,90,20.8,CA,2020-05-10 20:47:52,light snow,0.0,0.0
88,Surkhakhi,43.19,44.9,46.4,100,84,4.47,RU,2020-05-10 20:47:53,broken clouds,0.0,0.0
89,Sibolga,1.74,98.78,77.83,83,100,3.15,ID,2020-05-10 20:47:53,overcast clouds,0.0,0.0
90,Souillac,-20.52,57.52,73.4,56,40,9.17,MU,2020-05-10 20:47:53,scattered clouds,0.0,0.0
91,Batagay-Alyta,67.8,130.41,21.38,94,90,5.75,RU,2020-05-10 20:47:53,overcast clouds,0.0,0.0
92,Mehamn,71.04,27.85,35.6,69,80,6.93,NO,2020-05-10 20:47:53,broken clouds,0.0,0.0
93,Camana,-16.62,-72.71,68.2,75,68,6.33,PE,2020-05-10 20:47:53,broken clouds,0.0,0.0
94,Chuy,-33.7,-53.46,65.7,71,0,7.87,UY,2020-05-10 20:47:53,clear sky,0.0,0.0
95,Praxedis Guerrero,31.37,-106.02,86.0,21,75,4.83,MX,2020-05-10 20:47:54,broken clouds,0.0,0.0
96,Port-Cartier,50.03,-66.87,44.6,39,75,20.8,CA,2020-05-10 20:47:54,broken clouds,0.0,0.0
97,Verkhnyaya Inta,65.98,60.31,34.63,97,35,1.23,RU,2020-05-10 20:47:54,scattered clouds,0.0,0.0
98,Tasiilaq,65.61,-37.64,32.0,89,0,9.17,GL,2020-05-10 20:47:54,clear sky,0.0,0.0
99,Ribeira Grande,38.52,-28.7,60.8,67,20,16.11,PT,2020-05-10 20:47:54,few clouds,0.0,0.0
100,Aripuana,-9.17,-60.63,79.79,94,93,1.79,BR,2020-05-10 20:47:54,light rain,0.0,0.0
101,Abiy Adi,-9.17,-60.63,79.79,94,93,1.79,BR,2020-05-10 20:47:54,light rain,0.0,0.0
102,Vardo,70.37,31.11,37.4,64,75,18.34,NO,2020-05-10 20:47:54,shower rain,0.0,0.0
103,Yerbogachen,61.28,108.01,30.4,91,13,9.33,RU,2020-05-10 20:47:54,few clouds,0.0,0.0
104,Georgetown,5.41,100.34,78.8,94,40,4.7,MY,2020-05-10 20:47:55,scattered clouds,0.0,0.0
105,Eyl,7.98,49.82,83.89,73,51,9.4,SO,2020-05-10 20:47:55,broken clouds,0.0,0.0
106,Rawson,-43.3,-65.1,59.47,37,86,22.08,AR,2020-05-10 20:47:55,overcast clouds,0.0,0.0
107,Baruun-Urt,46.68,113.28,46.87,55,80,19.33,MN,2020-05-10 20:47:55,broken clouds,0.0,0.0
108,Touros,-5.2,-35.46,82.4,78,20,8.05,BR,2020-05-10 20:44:27,few clouds,0.0,0.0
109,Tura,25.52,90.22,77.14,54,37,2.66,IN,2020-05-10 20:47:55,scattered clouds,0.0,0.0
110,Bredasdorp,-34.53,20.04,60.8,87,0,3.36,ZA,2020-05-10 20:47:55,clear sky,0.0,0.0
111,Canutama,-6.53,-64.38,82.09,90,100,2.28,BR,2020-05-10 20:47:55,light rain,0.0,0.0
112,Maragogi,-9.01,-35.22,77.85,82,100,9.06,BR,2020-05-10 20:45:28,overcast clouds,0.0,0.0
113,Usab,12.33,123.58,81.32,77,100,6.33,PH,2020-05-10 20:47:56,overcast clouds,0.0,0.0
114,Kihei,20.79,-156.47,80.6,61,20,13.87,US,2020-05-10 20:47:56,few clouds,0.0,0.0
115,Taoudenni,22.68,-3.98,96.53,9,35,8.46,ML,2020-05-10 20:47:56,scattered clouds,0.0,0.0
116,Orel-Izumrud,43.46,39.92,50.0,81,75,8.95,RU,2020-05-10 20:47:56,broken clouds,0.0,0.0
117,Chifeng,42.27,118.96,48.65,44,0,13.56,CN,2020-05-10 20:47:56,clear sky,0.0,0.0
118,Belmonte,-15.86,-38.88,75.2,60,20,6.93,BR,2020-05-10 20:47:56,few clouds,0.0,0.0
119,Zlobin,45.29,14.65,57.99,81,98,1.01,HR,2020-05-10 20:47:56,overcast clouds,0.0,0.0
120,Puerto Escondido,15.85,-97.07,87.8,70,5,7.67,MX,2020-05-10 20:46:05,clear sky,0.0,0.0
121,Hithadhoo,-0.6,73.08,85.35,76,98,12.73,MV,2020-05-10 20:47:56,light rain,0.0,0.0
122,Illoqqortoormiut,-0.6,73.08,85.35,76,98,12.73,MV,2020-05-10 20:47:56,light rain,0.0,0.0
123,Plainview,40.78,-73.47,64.0,30,7,1.99,US,2020-05-10 20:47:56,clear sky,0.0,0.0
124,Sao Jose Da Coroa Grande,-8.9,-35.15,78.78,80,100,9.17,BR,2020-05-10 20:47:57,overcast clouds,0.0,0.0
125,Arraial Do Cabo,-22.97,-42.03,73.4,60,0,18.34,BR,2020-05-10 20:47:48,clear sky,0.0,0.0
126,Kaa-Khem,51.68,94.73,50.95,46,9,3.74,RU,2020-05-10 20:47:57,clear sky,0.0,0.0
127,Soddy-Daisy,35.24,-85.19,73.99,31,0,4.0,US,2020-05-10 20:47:57,clear sky,0.0,0.0
128,Hamilton,39.18,-84.53,59.0,67,90,21.92,US,2020-05-10 20:45:01,moderate rain,0.0,0.0
129,Tambopata,-12.73,-69.18,87.17,58,4,1.61,PE,2020-05-10 20:47:57,clear sky,0.0,0.0
130,Kahului,20.89,-156.47,80.6,61,20,13.87,US,2020-05-10 20:47:58,few clouds,0.0,0.0
131,Rio Pomba,-21.27,-43.18,62.6,59,20,6.93,BR,2020-05-10 20:47:58,few clouds,0.0,0.0
132,Mount Vernon,40.91,-73.84,64.4,18,40,16.11,US,2020-05-10 20:47:58,scattered clouds,0.0,0.0
133,Stornoway,58.21,-6.39,39.2,60,66,9.17,GB,2020-05-10 20:47:58,broken clouds,0.0,0.0
134,Koppang,61.57,11.06,24.01,66,0,1.01,NO,2020-05-10 20:47:58,clear sky,0.0,0.0
135,Klaksvik,62.23,-6.59,33.8,55,87,11.41,FO,2020-05-10 20:47:58,overcast clouds,0.0,0.0
136,Ponta Do Sol,32.67,-17.1,68.0,68,20,2.24,PT,2020-05-10 20:47:58,few clouds,0.0,0.0
137,Maku,39.29,44.45,48.36,69,12,2.37,IR,2020-05-10 20:47:58,few clouds,0.0,0.0
138,Tarsus,36.92,34.88,64.4,100,0,2.24,TR,2020-05-10 20:47:59,clear sky,0.0,0.0
139,Macherla,16.48,79.43,84.06,55,2,6.51,IN,2020-05-10 20:47:59,clear sky,0.0,0.0
140,Souris,49.62,-100.26,44.6,39,75,17.22,CA,2020-05-10 20:47:59,broken clouds,0.0,0.0
141,Kilemary,56.78,46.87,47.16,95,18,3.96,RU,2020-05-10 20:47:59,few clouds,0.0,0.0
142,Caravelas,-17.71,-39.25,71.22,74,13,6.62,BR,2020-05-10 20:47:59,few clouds,0.0,0.0
143,Fomboni,-12.28,43.74,81.52,77,94,14.65,KM,2020-05-10 20:47:59,moderate rain,0.0,0.0
144,Cleburne,32.35,-97.39,78.01,36,1,10.29,US,2020-05-10 20:44:36,clear sky,0.0,0.0
145,Flinders,-34.58,150.86,46.99,70,0,4.0,AU,2020-05-10 20:47:59,clear sky,0.0,0.0
146,Yellowknife,62.46,-114.35,37.4,51,40,9.17,CA,2020-05-10 20:48:00,scattered clouds,0.0,0.0
147,Ust-Nera,64.57,143.2,30.56,93,100,4.09,RU,2020-05-10 20:48:00,overcast clouds,0.0,0.0
148,Baoro,5.67,15.97,71.11,80,31,2.35,CF,2020-05-10 20:48:00,scattered clouds,0.0,0.0
149,Karratha,-20.74,116.85,74.84,29,100,18.03,AU,2020-05-10 20:48:00,overcast clouds,0.0,0.0
150,Ndioum,16.51,-14.65,93.79,13,14,15.88,SN,2020-05-10 20:48:00,few clouds,0.0,0.0
151,Honningsvag,70.98,25.97,35.6,69,31,6.93,NO,2020-05-10 20:48:00,scattered clouds,0.0,0.0
152,Ostrovnoy,68.05,39.51,31.86,94,100,12.37,RU,2020-05-10 20:48:00,overcast clouds,0.0,0.0
153,Porto Novo,6.5,2.6,78.8,88,20,3.36,BJ,2020-05-10 20:48:00,few clouds,0.0,0.0
154,Nobres,-14.72,-56.33,81.16,72,67,4.23,BR,2020-05-10 20:48:00,broken clouds,0.0,0.0
155,Pisco,-13.7,-76.22,75.2,64,7,13.87,PE,2020-05-10 20:48:01,clear sky,0.0,0.0
156,Victoria,22.29,114.16,80.01,78,64,4.0,HK,2020-05-10 20:45:02,broken clouds,0.0,0.0
157,Narsaq,60.92,-46.05,53.6,68,93,11.41,GL,2020-05-10 20:48:01,overcast clouds,0.0,0.0
158,New London,41.36,-72.1,60.01,47,1,17.22,US,2020-05-10 20:48:01,clear sky,0.0,0.0
159,Mocambique,41.36,-72.1,60.01,47,1,17.22,US,2020-05-10 20:48:01,clear sky,0.0,0.0
160,Konya,38.17,32.5,51.8,62,0,9.17,TR,2020-05-10 20:48:01,clear sky,0.0,0.0
161,Palmer,42.16,-72.33,61.0,30,75,20.8,US,2020-05-10 20:48:01,broken clouds,0.0,0.0
162,Erenhot,43.65,111.98,48.0,46,78,18.57,CN,2020-05-10 20:48:01,broken clouds,0.0,0.0
163,Gualaceo,-2.9,-78.78,69.8,52,75,6.93,EC,2020-05-10 20:48:01,broken clouds,0.0,0.0
164,Hasaki,35.73,140.83,69.8,88,75,4.7,JP,2020-05-10 20:48:02,broken clouds,0.0,0.0
165,Fortuna,40.6,-124.16,60.01,82,1,14.99,US,2020-05-10 20:43:12,clear sky,0.0,0.0
166,Kapaa,22.08,-159.32,78.8,65,40,13.87,US,2020-05-10 20:48:02,scattered clouds,0.0,0.0
167,Vanino,49.09,140.25,40.08,96,100,4.59,RU,2020-05-10 20:48:02,light rain,0.0,0.0
168,Rio Gallegos,-51.62,-69.22,44.6,87,31,4.7,AR,2020-05-10 20:48:02,scattered clouds,0.0,0.0
169,Komsomolskiy,40.43,71.72,66.2,55,0,9.17,UZ,2020-05-10 20:48:02,clear sky,0.0,0.0
170,Ucluelet,48.93,-125.55,70.0,59,40,5.82,CA,2020-05-10 20:48:02,scattered clouds,0.0,0.0
171,Laguna,38.42,-121.42,75.2,49,1,14.99,US,2020-05-10 20:48:02,clear sky,0.0,0.0
172,Macomer,40.26,8.77,59.0,93,75,4.7,IT,2020-05-10 20:48:02,moderate rain,0.0,0.0
173,Codrington,-38.27,141.97,46.11,94,12,9.93,AU,2020-05-10 20:48:02,few clouds,0.0,0.0
174,Cumra,37.57,32.77,51.8,62,0,9.17,TR,2020-05-10 20:48:03,clear sky,0.0,0.0
175,Dwarka,22.24,68.97,81.25,86,0,13.76,IN,2020-05-10 20:48:03,clear sky,0.0,0.0
176,Nishihara,26.18,127.76,77.0,100,90,3.36,JP,2020-05-10 20:48:03,heavy intensity rain,0.0,0.0
177,Pontian Kecil,1.48,103.39,79.0,94,20,2.93,MY,2020-05-10 20:48:03,few clouds,0.0,0.0
178,Jiddah,1.48,103.39,79.0,94,20,2.93,MY,2020-05-10 20:48:03,few clouds,0.0,0.0
179,Barcelos,41.54,-8.62,59.0,87,40,9.17,PT,2020-05-10 20:48:03,scattered clouds,0.0,0.0
180,Bom Jesus,-9.07,-44.36,75.43,81,97,3.13,BR,2020-05-10 20:48:03,overcast clouds,0.0,0.0
181,Westport,41.14,-73.36,63.0,36,1,19.46,US,2020-05-10 20:48:03,clear sky,0.0,0.0
182,Alugan,12.22,125.48,81.41,84,100,8.72,PH,2020-05-10 20:48:04,overcast clouds,0.0,0.0
183,Kadykchan,12.22,125.48,81.41,84,100,8.72,PH,2020-05-10 20:48:04,overcast clouds,0.0,0.0
184,Cape Town,-33.93,18.42,61.0,100,0,3.36,ZA,2020-05-10 20:47:51,clear sky,0.0,0.0
185,Chapais,49.78,-74.85,32.0,98,90,18.34,CA,2020-05-10 20:48:04,light snow,0.0,0.0
186,Guozhen,34.37,107.36,54.48,41,76,3.98,CN,2020-05-10 20:48:04,broken clouds,0.0,0.0
187,Leshukonskoye,64.9,45.76,34.09,95,0,4.63,RU,2020-05-10 20:48:04,clear sky,0.0,0.0
188,Vila Franca Do Campo,37.72,-25.43,60.8,72,40,13.87,PT,2020-05-10 20:48:04,scattered clouds,0.0,0.0
189,Mount Isa,-20.73,139.5,57.2,30,0,10.29,AU,2020-05-10 20:48:04,clear sky,0.0,0.0
190,Amderma,-20.73,139.5,57.2,30,0,10.29,AU,2020-05-10 20:48:04,clear sky,0.0,0.0
191,New Norfolk,-42.78,147.06,48.99,85,73,1.99,AU,2020-05-10 20:48:04,broken clouds,0.0,0.0
192,Kribi,2.95,9.92,79.59,85,100,9.15,CM,2020-05-10 20:48:05,moderate rain,0.0,0.0
193,Santiago,-33.46,-70.65,66.2,52,0,5.82,CL,2020-05-10 20:46:48,clear sky,0.0,0.0
194,Labytnangi,66.66,66.42,32.97,96,100,2.46,RU,2020-05-10 20:48:05,light rain,0.0,0.0
195,Baie-Comeau,49.22,-68.15,42.8,41,90,18.34,CA,2020-05-10 20:44:57,overcast clouds,0.0,0.0
196,Tuburan,6.64,122.27,82.94,76,92,5.17,PH,2020-05-10 20:48:05,light rain,0.0,0.0
197,Bonthe,7.53,-12.51,80.74,82,77,8.16,SL,2020-05-10 20:48:05,broken clouds,0.0,0.0
198,Cacule,-14.5,-42.22,71.67,66,53,9.42,BR,2020-05-10 20:48:05,broken clouds,0.0,0.0
199,Raga,8.46,25.68,76.05,74,100,5.64,SS,2020-05-10 20:48:05,overcast clouds,0.0,0.0
200,Kyren,51.68,102.14,51.13,54,76,3.58,RU,2020-05-10 20:48:06,broken clouds,0.0,0.0
201,Kargasok,59.06,80.86,64.06,50,77,2.55,RU,2020-05-10 20:48:06,broken clouds,0.0,0.0
202,Havoysund,71.0,24.66,35.6,69,15,6.93,NO,2020-05-10 20:48:06,few clouds,0.0,0.0
203,Atambua,-9.11,124.89,69.94,85,17,4.99,ID,2020-05-10 20:48:06,few clouds,0.0,0.0
204,Barra Patuca,15.8,-84.28,81.25,82,100,7.63,HN,2020-05-10 20:48:06,overcast clouds,0.0,0.0
205,Assiniboia,49.63,-105.98,44.91,50,51,7.54,CA,2020-05-10 20:48:06,broken clouds,0.0,0.0
206,Vastervik,49.63,-105.98,44.91,50,51,7.54,CA,2020-05-10 20:48:06,broken clouds,0.0,0.0
207,Haines Junction,60.75,-137.51,64.13,34,0,4.09,CA,2020-05-10 20:48:06,clear sky,0.0,0.0
208,Kodinsk,58.69,99.18,41.31,65,81,1.03,RU,2020-05-10 20:48:06,broken clouds,0.0,0.0
209,Huntingdon,52.33,-0.19,44.01,65,76,11.99,GB,2020-05-10 20:48:07,broken clouds,0.0,0.0
210,Bonavista,48.65,-53.11,35.08,88,88,23.82,CA,2020-05-10 20:48:07,overcast clouds,0.0,0.0
211,Arraias,-12.93,-46.94,71.91,82,3,4.79,BR,2020-05-10 20:48:07,clear sky,0.0,0.0
212,Kholtoson,50.3,103.31,41.5,65,65,4.72,RU,2020-05-10 20:48:07,broken clouds,0.0,0.0
213,Tanout,14.97,8.89,84.0,14,33,3.4,NE,2020-05-10 20:48:07,scattered clouds,0.0,0.0
214,Bo Phloi,14.32,99.52,83.14,70,87,3.15,TH,2020-05-10 20:48:07,overcast clouds,0.0,0.0
215,Bambous Virieux,-20.34,57.76,73.4,56,40,9.17,MU,2020-05-10 20:48:07,scattered clouds,0.0,0.0
216,Krasnoarmeysk,51.02,45.7,51.01,83,0,4.0,RU,2020-05-10 20:48:07,clear sky,0.0,0.0
217,Kieta,-6.22,155.63,82.13,74,60,2.21,PG,2020-05-10 20:48:08,broken clouds,0.0,0.0
218,Walvis Bay,-22.96,14.51,76.24,32,0,10.31,NA,2020-05-10 20:48:08,clear sky,0.0,0.0
219,Loksa,59.58,25.72,55.4,50,82,6.93,EE,2020-05-10 20:48:08,broken clouds,0.0,0.0
220,Salinas,36.68,-121.66,66.99,59,1,11.41,US,2020-05-10 20:47:36,clear sky,0.0,0.0
221,Port Macquarie,-31.43,152.92,46.99,79,2,11.74,AU,2020-05-10 20:48:08,clear sky,0.0,0.0
222,Asosa,10.07,34.53,69.73,68,6,1.77,ET,2020-05-10 20:48:08,clear sky,0.0,0.0
223,Vylgort,10.07,34.53,69.73,68,6,1.77,ET,2020-05-10 20:48:08,clear sky,0.0,0.0
224,Ola,59.58,151.28,36.9,80,74,3.56,RU,2020-05-10 20:48:08,broken clouds,0.0,0.0
225,Bloomington,44.84,-93.3,48.2,49,90,14.99,US,2020-05-10 20:48:09,overcast clouds,0.0,0.0
226,Castro,-24.79,-50.01,59.45,84,0,4.38,BR,2020-05-10 20:48:09,clear sky,0.0,0.0
